ad_type,impressions,spend_usd,geo_targeting_included,CPM
Image,10100,100.0,North Carolina,9.900990099009901
Text,10,100.0,North Carolina,10000.0
Image,10,100.0,North Carolina,10000.0
Video,10100,100.0,North Carolina,9.900990099009901
Image,1001,100.0,North Carolina,99.9000999000999
Text,10100,100.0,North Carolina,9.900990099009901
Text,10100,75000.0,North Carolina,7425.742574257426
Video,110,75000.0,North Carolina,681818.1818181819
Image,10,550.0,North Carolina,55000.0
Video,10,25500.0,North Carolina,2550000.0
Text,110,25500.0,North Carolina,231818.18181818182
Text,10100,100000.0,North Carolina,9900.990099009901
Video,10,100000.0,North Carolina,10000000.0
Video,10100,550.0,South Carolina,54.45544554455446
Video,10,550.0,South Carolina,55000.0
Image,1001,550.0,South Carolina,549.4505494505495
Text,10,550.0,South Carolina,55000.0
Image,10100,550.0,South Carolina,54.45544554455446
Text,1001,550.0,South Carolina,549.4505494505495
Video,1001,550.0,South Carolina,549.4505494505495
Text,10100,550.0,South Carolina,54.45544554455446
Image,110,550.0,South Carolina,5000.0
Video,1001,25500.0,South Carolina,25474.525474525475
Video,110,25500.0,South Carolina,231818.18181818182
Text,1001,25500.0,South Carolina,25474.525474525475
Text,10,25500.0,South Carolina,2550000.0
Image,110,25500.0,South Carolina,231818.18181818182
Text,10100,25500.0,South Carolina,2524.7524752475247
Video,10100,25500.0,South Carolina,2524.7524752475247
Image,1001,25500.0,South Carolina,25474.525474525475
Text,110,25500.0,South Carolina,231818.18181818182
Video,110,100000.0,South Carolina,909090.9090909092
Text,10,100.0,South Carolina,10000.0
Video,10,100.0,South Carolina,10000.0
Image,10,100.0,South Carolina,10000.0
Image,10100,100.0,South Carolina,9.900990099009901
Image,1001,100.0,South Carolina,99.9000999000999
Video,10100,100.0,South Carolina,9.900990099009901
Text,10100,100.0,South Carolina,9.900990099009901
Video,110,75000.0,South Carolina,681818.1818181819
Text,10100,75000.0,South Carolina,7425.742574257426
Text,1001,75000.0,South Carolina,74925.07492507492
